epoch,loss
0,1711.5617019042968
1,359.90639016723634
2,368.5041216583252
3,166.40217148971558
4,102.13537001037598
5,96.09062103271485
6,93.89213786697388
7,93.18699512481689
8,99.55279460906982
9,94.60024268341064
10,97.3130106010437
11,95.32685066986085
12,93.71246416854858
13,93.04346494293213
14,91.96490609741211
15,92.88417584609985
